id,date,value,x,y
124207,24/07/2017,2919.0,46.6816748,7.1172635
124204,24/07/2017,1921.0,47.3444474,7.143060800000001
124210,24/07/2017,63.0,43.54705200000001,-1.313968
124200,24/07/2017,620.0,46.2331221,7.360625999999999
124201,24/07/2017,139.0,46.2521873,6.9469598
124208,24/07/2017,725.0,46.6406137,7.1532823
124202,24/07/2017,620.0,46.2331221,7.360625999999999
124641,23/07/2017,11463.0,37.9161636,-81.0975397
124640,23/07/2017,501.0,33.854721,35.862285
124639,23/07/2017,42.0,34.9612325,-81.9673267
124638,23/07/2017,53.0,45.8938773,7.187543700000001
124211,23/07/2017,42.0,34.9612325,-81.9673267
124647,22/07/2017,17603.0,46.227638,2.213749
124646,22/07/2017,93.0,45.5016889,-73.567256
124645,22/07/2017,17603.0,46.227638,2.213749
124644,22/07/2017,216.0,41.8959662,-87.6660217
123698,21/07/2017,1030.0,50.503887,4.469936
124649,21/07/2017,17603.0,46.227638,2.213749
123699,21/07/2017,77.0,46.8217968,6.502222199999999
123706,20/07/2017,17603.0,46.227638,2.213749
123703,20/07/2017,55.0,46.6175845,7.1654493
123704,20/07/2017,55.0,46.6175845,7.1654493
123702,20/07/2017,17603.0,46.227638,2.213749
123781,19/07/2017,5.0,49.064663,3.96844
123782,19/07/2017,99.0,46.88761909999999,9.656999599999999
123707,19/07/2017,1598.0,31.046051,34.851612
123780,19/07/2017,11.0,17.189877,-88.49765
123779,19/07/2017,8880.0,46.2043907,6.1431577
123778,19/07/2017,8880.0,46.2043907,6.1431577
123708,19/07/2017,11.0,17.189877,-88.49765
123777,19/07/2017,216.0,41.8959662,-87.6660217
125664,18/07/2017,304.0,52.132633,5.291265999999999
123783,18/07/2017,5118.0,46.5196535,6.6322734
123784,18/07/2017,5118.0,46.5196535,6.6322734
125665,17/07/2017,6520.0,46.5268387,6.654838199999999
125666,17/07/2017,14.0,46.4913835,6.7470097
125667,17/07/2017,40.0,46.5100372,6.753195499999999
125668,17/07/2017,14.0,46.4764133,6.778613099999999
125954,16/07/2017,710.0,33.223191,43.679291
125955,14/07/2017,115.0,46.8027453,9.835970099999999
123561,14/07/2017,2691.0,41.87194,12.56738
125961,14/07/2017,2691.0,41.87194,12.56738
125960,14/07/2017,146.0,46.57775549999999,7.0624775
123565,14/07/2017,17603.0,46.227638,2.213749
123566,14/07/2017,6160.0,37.09024,-95.712891
123563,14/07/2017,18.0,46.2765711,7.4058146
125956,14/07/2017,146.0,46.57775549999999,7.0624775
125957,14/07/2017,2919.0,46.6816748,7.1172635
125958,14/07/2017,99.0,46.8496401,6.845060800000001
125959,14/07/2017,163.0,30.1533605,88.7878678
123564,14/07/2017,620.0,46.2331221,7.360625999999999
123573,13/07/2017,17603.0,46.227638,2.213749
123572,13/07/2017,2.0,48.708249,2.277442
123568,13/07/2017,5118.0,46.5196535,6.6322734
123569,13/07/2017,17603.0,46.227638,2.213749
123570,13/07/2017,55.0,46.4717588,7.2865728
123574,13/07/2017,6160.0,37.09024,-95.712891
123571,13/07/2017,620.0,46.2331221,7.360625999999999
123567,13/07/2017,55.0,46.4717588,7.2865728
123577,12/07/2017,141.0,46.691887,6.9118086
123578,12/07/2017,5118.0,46.5196535,6.6322734
123575,12/07/2017,9.0,46.67793,6.92563
123576,12/07/2017,2716.0,46.2180073,6.121692500000001
123580,12/07/2017,17603.0,46.227638,2.213749
123581,12/07/2017,271.0,47.05016819999999,8.3093072
123582,12/07/2017,672.0,34.80207499999999,38.996815
123583,12/07/2017,710.0,33.223191,43.679291
123585,12/07/2017,6160.0,37.09024,-95.712891
123587,11/07/2017,5118.0,46.5196535,6.6322734
123589,11/07/2017,1532.0,46.8064773,7.161971899999999
123591,11/07/2017,101.0,34.0522342,-118.2436849
123586,11/07/2017,1532.0,46.8064773,7.161971899999999
123590,11/07/2017,3360.0,48.856614,2.3522219
123906,10/07/2017,41.0,46.4612971,6.3397549
123905,10/07/2017,9.0,46.5997956,6.3758639
123901,10/07/2017,1598.0,31.046051,34.851612
123903,10/07/2017,17603.0,46.227638,2.213749
123902,10/07/2017,826.0,31.952162,35.233154
123904,10/07/2017,7823.0,46.5613135,6.536765
123900,10/07/2017,6160.0,37.09024,-95.712891
123898,10/07/2017,1532.0,46.8064773,7.161971899999999
123592,10/07/2017,1532.0,46.8064773,7.161971899999999
123899,10/07/2017,5118.0,46.5196535,6.6322734
123907,09/07/2017,11463.0,37.9161636,-81.0975397
123910,09/07/2017,8880.0,46.2043907,6.1431577
123909,09/07/2017,6520.0,46.5268387,6.654838199999999
123908,09/07/2017,8880.0,46.2043907,6.1431577
126148,07/07/2017,115.0,46.8027453,9.835970099999999
126155,07/07/2017,17603.0,46.227638,2.213749
126157,07/07/2017,5118.0,46.5196535,6.6322734
126156,07/07/2017,64.0,6.42375,-66.58973
126151,07/07/2017,26.0,46.9111044,6.6113106
126154,07/07/2017,5118.0,46.5196535,6.6322734
126153,07/07/2017,7823.0,46.5613135,6.536765
126152,07/07/2017,5118.0,46.5196535,6.6322734
126150,07/07/2017,159.0,-25.274398,133.775136
126149,07/07/2017,26.0,46.9111044,6.6113106
126158,07/07/2017,7823.0,46.5613135,6.536765
126159,07/07/2017,51.0,47.383333,7.0
125516,06/07/2017,7.0,40.0583238,-74.4056612
125519,06/07/2017,59.0,47.254872,7.002842100000001
126160,06/07/2017,5118.0,46.5196535,6.6322734
126161,06/07/2017,67.0,46.90449,6.5841256
126162,06/07/2017,27.0,46.9262933,6.6324944
125515,06/07/2017,1.0,40.6895314,-74.1744624
125520,06/07/2017,540.0,46.4312213,6.9106799
125514,06/07/2017,26.0,46.9111044,6.6113106
125518,06/07/2017,42.0,13.794185,-88.89653
125517,06/07/2017,6160.0,37.09024,-95.712891
125524,05/07/2017,76.0,-0.023559,37.906193
125522,05/07/2017,847.0,47.1034892,6.832783800000001
125523,05/07/2017,5118.0,46.5196535,6.6322734
125525,05/07/2017,182.0,4.570868,-74.297333
125521,05/07/2017,847.0,47.1034892,6.832783800000001
123887,04/07/2017,1284.0,46.9899874,6.9292732
123895,04/07/2017,511.0,-14.235004,-51.92528
123893,04/07/2017,911.0,50.8420034,4.382409
123892,04/07/2017,42.0,13.794185,-88.89653
123891,04/07/2017,5118.0,46.5196535,6.6322734
123888,04/07/2017,7823.0,46.5613135,6.536765
123890,04/07/2017,1284.0,46.9899874,6.9292732
123886,04/07/2017,228.0,46.9106751,6.8721318
123889,04/07/2017,3548.0,46.1904614,7.5449226
123897,03/07/2017,1284.0,46.9899874,6.9292732
123599,03/07/2017,7823.0,46.5613135,6.536765
123595,03/07/2017,7823.0,46.5613135,6.536765
123596,03/07/2017,17603.0,46.227638,2.213749
123597,03/07/2017,355.0,17.570692,-3.996166
123896,03/07/2017,1284.0,46.9899874,6.9292732
123600,03/07/2017,116.0,-4.4420385,-61.32685350000001
123594,03/07/2017,978.0,46.7988621,7.708070099999999
123609,02/07/2017,59.0,47.254872,7.002842100000001
123606,02/07/2017,296.0,46.2181677,6.087463199999999
123603,02/07/2017,6520.0,46.5268387,6.654838199999999
123602,02/07/2017,22.0,48.649337,-2.025674
123608,02/07/2017,11463.0,37.9161636,-81.0975397
